Dige,Digə
kopa,kopa
rkor,rkor
korm,korm
kefd,kefd
ysaq,ysaq
400u,400ü
Ikih,İkih
kihe,kihe
ihef,ihəf
"1,50","1,50"
Fene,Fənə
nerb,nərb
rbax,rbax
ketb,ketb
etbo,etbo
tvan,tvan
Zalg,Zalg
85-7,85-7
5-78,5-78
CANI,CANI
eRAZ,ƏRAZ
RAZI,RAZİ
AZIS,AZIŞ
ZISI,ZİSİ
rbim,rbim
mnim,mnim
rkof,rkof
kofo,kofo
ofob,ofob
fobi,fobi
obiy,obiy
lamo,lamo
amof,amof
mofo,mofo
ylec,yləc
isll,işll
slli,şlli
97-2,97-2
5-27,5-27
Lick,Lıçk
91.3,91.3
navd,navd
mexe,məxə
exez,əxəz
xezl,xəzl
vlas,vlas
Serc,Sərç
9-27,9-27
-27-,-27-
b-be,b-be
enuc,ənuç
nuce,nuçe
uceh,uçeh
ngda,ngda
gdar,gdar
umax,umax
11.8,11.8
XIV-,XIV-
IV-X,IV-X
gorc,görc
orce,örcə
ezor,ezor
zorb,zorb
orbt,orbt
rbti,rbti
btiv,btiv
gamd,ğamd
rsdi,rsdi
hedy,hədy
kuye,küyə
0-le,0-lə
ndev,ndəv
zemd,zəmd
Biop,Biop
ASIQ,AŞIQ
eMRA,ƏMRA
MRAH,MRAH
GULM,GÜLM
ULMe,ÜLMƏ
LMeM,LMƏM
MeDO,MƏDO
eDOV,ƏDOV
taxc,taxç
Voro,Voro
ovo-,ovo-
vo-M,vo-M
o-Mi,o-Mi
-Mix,-Mix
xayl,xayl
lovk,lovk
Orme,Orme
tarz,tarz
arze,arzə
qcan,qcan
Adde,Addə
oroc,oroç
qayr,qayr
ci-v,ci-v
i-vi,i-vi
-vit,-vit
yozd,yozd
zdug,zduğ
Flqa,Flqa
b-br,b-br
-bra,-bra
isea,işəa
seax,şəax
eaxa,əaxa
akt-,akt-
kt-d,kt-d
t-di,t-di
xasd,xasd
Bebe,Bəbə
ISSH,ISSH
SSHO,SSHO
opir,opir
rayt,rayt
ayte,ayte
yter,yter
5.09,5.09
qeca,qeça
nniq,nniq
niqi,niqi
kiyn,kiyn
Dunm,Dunm
Basm,Basm
smac,smaç
nehs,nəhs
12-i,12-i
Unlu,Ünlü
Simv,Simv
Sixr,Şıxr
ixre,ıxrə
xreh,xrəh
Leze,Ləzə
epiy,əpiy
Sudl,Südl
Tehe,Təhə
herm,hərm
semk,şəmk
Bosn,Bosn
Mezh,Məzh
Pavi,Pavi
bezm,bezm
lacs,lacs
Cudo,Cüdo
n-Ro,n-Ro
-Rom,-Rom
Vole,Vole
Zivi,Zivi
sluk,şlük
ueld,ueld
Beko,Beko
Uvey,Üvey
veys,veyş
surx,surx
rxab,rxab
urxu,urxu
"45,0","45,0"
Rosa,Rosa
sann,sann
cek-,çək-
ek-c,ək-ç
k-ce,k-çe
tryl,tryl
ryle,rylə
mbrl,mbrl
enor,enor
Frau,Frau
limb,limb
imb-,imb-
mb-e,mb-e
b-ef,b-ef
-eff,-eff
Azaz,Azaz
zaze,zaze
cise,cisə
besc,beşc
esce,eşcə
Yedu,Yedu
edut,edut
dutu,dutu
-oli,-oli
qaxi,qaxı
ldic,ldic
cang,cang
ngud,ngüd
YISD,YİŞD
SDIR,ŞDİR
IRIL,İRİL
RILI,RİLİ
ILIR,İLİR
tcek,tçək
fi-Q,fi-Q
afac,afaç
faca,faça
itsu,itsu
akah,akah
Cap-,Cap-
ap-r,ap-r
p-ri,p-ri
-ric,-ric
ricc,ricc
icci,icci
ccio,ccio
no-f,no-f
o-fo,o-fo
ranx,ranx
otif,otif
iyei,iyei
yein,yəin
26-l,26-l
6-la,6-la
ddum,ddum
dasy,daşy
asyo,asyo
275-,275-
5-11,5-11
11-3,11-3
687-,687-
87-5,87-5
7-58,7-58
-58-,-58-
58-4,58-4
8-43,8-43
salf,salf
alfe,alfe
186.,186.
86.1,86.1
at-B,at-B
aald,aald
iziq,ızıq
Menl,Mənl
rjil,rjil
jili,jili
i-hi,i-hi
-hik,-hik
07:0,07:0
lats,lats
atsd,atsd
tsda,tsda
Sixl,Şıxl
asel,asəl
naxd,naxd
Xeza,Xəza
zams,zams
Kovs,Kövs
molc,molç
1925,1925
925-,925-
umaz,umaz
maze,mazə
ttdi,ttdi
rzed,rzəd
Covd,Cövd
vdet,vdət
pudl,pudl
miyd,mıyd
qqaz,qqaz
Fito,Fito
dald,dald
ldal,ldal
Xosm,Xoşm
lalc,lalc
19-u,19-u
yev-,yev-
ev-d,ev-d
v-de,v-də
t-vi,t-vi
-vid,-vid
anty,anty
ntyu,ntyu
lme-,lmə-
-des,-deş
azba,azba
zbar,zbar
Ovsa,Ovşa
talq,talq
30-u,30-u
Tarq,Tarq
rbat,rbat
gidr,gidr
drim,drim
UNDP,UNDP
apor,apor
Bayq,Bayq
ayqu,ayqu
yqus,yquş
r-Ab,r-Ab
-Abs,-Abş
urui,urui
ruil,ruil
uilm,uilm
4319,4319
roct,roct
octe,octe
Gamb,Gamb
Tide,Tide
ervy,ervy
rvyu,rvyü
vyud,vyüd
ARTY,ARTY
Gsub,Ğsub
itrm,itrm
trme,trmə
vebi,vebi
Meyx,Meyx
xosi,xoşi
evci,evci
Umud,Umud
riol,riol
ril-,ril-
ells,ells
Icpa,İcpa
cpan,cpan
FLEX,FLEX
LEXI,LEXI
yPas,yPas
vro-,vro-
ro-2,ro-2
gvin,ğvin
ojis,ojis
seko,seko
ekoq,ekoq
koqr,koqr
oksl,öksl
Dolu,Dolu
uyed,üyəd
Xeop,Xeop
eops,eops
Myas,Myas
yask,yask
asko,asko
cxna,çxna
xnas,xnaş
ahip,ahip
kars,karş
empa,empa
reza,reza
zant,zant
zihn,zihn
ihni,ihni
hniy,hniy
-ref,-ref
Buzx,Buzx
tego,tego
132-,132-
ton-,ton-
on-k,on-k
n-ka,n-ka
kark,kark
mezi,məzi
ullt,ullt
llti,llti
artt,artt
rtti,rtti
us-t,us-t
s-tu,s-tü
-tur,-tür
rk-a,rk-a
k-az,k-az
-aze,-azə
n-in,n-in
-ing,-ing
ni-a,ni-a
eqoi,eqoi
qoio,qoio
rxuu,rxuu
xuus,xuus
uusn,uusn
Tota,Tota
behb,bəhb
hbeh,hbəh
slag,slağ
xiss,xışs
sit-,şit-
it-s,it-s
-sit,-sit
943-,943-
itop,itop
1315,1315
Mufl,Müfl
dakhi,daхi
akhil,aхil
khili,хili
yovs,yovş
Ikia,İkia
EN-e,EN-ə
yotd,yotd
pulv,pulv
ulve,ulve
etne,ətnə
rody,rody
odyu,odyü
dyus,dyüs
tajk,tajk
ajke,ajke
jkec,jkeç
45.5,45.5
Erka,Erka
Ozor,Özor
IB-n,İB-n
reto,reto
bilr,bilr
ilre,ilrə
lrem,lrəm
Dubr,Dubr
ubro,ubro
brov,brov
rovn,rovn
ntrt,ntrt
trts,trts
1835,1835
835-,835-
Romi,Romi
0.34,0.34
Mife,Mifə
ir-S,ir-S
Duye,Düyə
xaha,xaha
ldag,ldağ
pare,pare
gen-,gen-
en-a,ən-a
n-an,n-an
-ant,-ant
Beyp,Bəyp
eypo,əypo
ypol,ypol
xt-r,xt-r
t-re,t-rə
-rev,-rəv
IRAO,İRAO
GPI-,GPİ-
PI-y,Pİ-y
farm,farm
qdin,qdin
gumb,gümb
mbez,mbəz
aola,aola
li-n,li-n
Vizi,Vizi
iklr,iklr
klri,klri
oxbi,oxbi
xbil,xbil
eqsa,əqsa
hudl,hudl
vi-p,vi-p
i-ps,i-ps
Var-,Var-
yima,yıma
Ling,Ling
sac-,saç-
c-sa,ç-sa
Mezo,Mezo
Bhut,Bhut
hutt,hutt
utto,utto
vsuq,vsuq
mo't,mö't
'teb,'təb
semo,şəmo
emog,əmoğ
tibO,tıbO
ibOr,ıbOr
bOrt,bOrt
Acur,Acur
SAAB,SAAB
2-cu,2-cü
Bol-,Bol-
alto,alto
ntic,ntic
ticn,ticn
icna,icna
cnat,cnat
yovl,yovl
Foku,Foku
uama,uama
Ucal,Ucal
Aide,Aidə
Ceva,Ceva
AVMn,AVMn
VMni,VMni
OBAM,OBAM
BAMA,BAMA
AMA-,AMA-
MA-d,MA-d
de-f,de-f
eIG-,ƏİG-
IG-y,İG-y
G-ye,G-yə
arks,arks
FTT-,FTT-
TT-X,TT-X
laxt,laxt
ocec,öçəc
ng-r,ng-r
g-ru,g-ru
-ruf,-ruf
rufu,rufu
seze,sezə
Osak,Osak
22.5,22.5
Kopt,Kopt
lilb,lilb
Xasm,Xaşm
BILE,BİLE
ILET,İLET
orif,orif
feyl,feyl
ibsi,ibsi
Eyle,Eyle
rzuo,rzuo
zuol,zuol
uolu,uolu
ii-p,ii-p
vzu-,vzu-
zu-p,zu-p
u-pr,u-pr
Tay-,Tay-
kucl,kücl
hopd,hopd
pdur,pdur
eke-,əkə-
ke-c,kə-ç
SHV-,ŞHV-
HV-n,HV-n
tals,tals
Efod,Efod
cub-,çüb-
12:5,12:5
2:58,2:58
papk,papk
apka,apka
oxse,oxsə
xsev,xsəv
yi-b,yı-b
lopa,lopa
opab,opab
pabi,pabı
miny,miny
bi-3,bi-3
AYB-,AYB-
YB-n,YB-n
-dak,-dak
Uily,Uily
lyam,lyam
rzli,rzli
dead,dəad
Sacl,Saçl
6.08,6.08
Bism,Bişm
Colu,Çölü
umbu,umbu
mbus,mbus
XEBE,XEBE
EBER,EBER
levg,ləvğ
rifp,rifp
ifpe,ifpə
fper,fpər
Kobr,Kobr
obre,obre
Foca,Foça
Rubi,Rubi
sapy,sapy
apym,apym
pyms,pyms
ymsa,ymsa
msak,msak
msax,msax
etoz,ətöz
toze,tözə
titd,titd
nyum,nyum
ixoz,ixoz
xozu,xozu
Carc,Carç
EA-y,EA-y
metv,mətv
me'x,mə'x
e'xe,ə'xə
'xez,'xəz
Sen',Sən'
en'a,ən'a
n'an,n'an
kufi,kufi
Mune,Münə
necc,nəcc
ecci,əcci
ccim,ccim
Dasm,Daşm
yoxe,yoxe
oxet,oxet
xetm,xetm
tetq,tətq
etqi,ətqi
tqiq,tqiq
kury,kury
eqbe,əqbə
qber,qbər
lt-b,lt-b
t-be,t-be
ufiq,üfiq
oqlu,oqlu
garz,ğarz
arza,arza
78-7,78-7
8-79,8-79
IDA-,İDA-
DA-n,DA-n
acit,acit
cite,citə
ot-e,ot-ə
t-el,t-əl
cogu,cogu
kapa,kapa
dulh,dulh
ulha,ülha
varn,varn
rnad,rnad
Kafi,Kafi
rt-r,rt-r
t-ri,t-ri
-rid,-rid
zvul,zvül
Liep,Liep
iepa,iepa
delp,delp
elph,elph
lphi,lphi
Lamb,Lamb
mbor,mbor
borg,borg
orgh,orgh
rghi,rghi
ghin,ghin
ponu,ponu
Mukht,Müхt
ukhte,üхtə
khtel,хtəl
detg,dətg
odae,ödae
daet,daet
rann,rann
nnix,nnix
zaim,zaim
aims,aims
mstv,mstv
tvov,tvov
vova,vova
niex,niəx
napr,napr
apri,apri
sids,sids
idsk,idsk
dsko,dsko
skoe,skoe
tanh,tanh
anha,anha
proi,proi
roiz,roiz
oizn,oizn
izno,izno
tehn,təhn
inoc,inoç
noce,noçe
stve,stve
otde,otde
delg,delğ
nenn,nənn
nniy,nniy
ukro,ukro
romn,romn
omni,omnı
mniy,mniy
AR-e,AR-ə
lako,lako
utuy,utuy
Cycl,Cycl
usic,usic
lcec,lçəc
uar-,uar-
r-ep,r-ep
-epo,-epo
6-11,6-11
3.09,3.09
mold,mold
nule,nülə
rugl,ruğl
ugla,uğla
mgal,mğal
ocak,oçak
nsa-,nsa-
sa-T,sa-T
a-Tu,a-Tü
uyel,üyel
Vedl,Vədl
atax,atax
taxl,taxl
ax-q,ax-q
x-qo,x-qo
-qov,-qov
vmaq,vmaq
ixiy,ıxıy
846-,846-
1832,1832
832-,832-
32-1,32-1
2-18,2-18
1864,1864
864-,864-
19.4,19.4
payc,payç
Kele,Kələ
andd,andd
Qeoq,Qeoq
nazv,nazv
azva,azva
krae,kraə
Djav,Djav
java,java
iq-b,ıq-b
q-ba,q-ba
yamy,yamy
yamd,yamd
qorq,qorq
quds,qudş
Nakh,Nakh
khin,khin
hint,hint
1:45,1:45
QAZ-,QAZ-
AZ-5,AZ-5
Z-53,Z-53
nirm,nırm
kecn,keçn
cnen,çnən
Agki,Ağki
gkil,ğkil
lsed,lsəd
1870,1870
870-,870-
Saxn,Şaxn
axna,axna
xnaz,xnaz
trus,trus
ustw,ustw
stwo,stwo
wort,wort
rthi,rthi
Droq,Droq
roqa,roqa
oqal,oqal
dong,döng
598-,598-
98-4,98-4
8-42,8-42
-42-,-42-
42-7,42-7
2-73,2-73
in-p,in-p
n-pa,n-pa
ygik,yğık
gike,ğıke
.7.5,.7.5
liag,liağ
xlin,xlın
Ehsa,Ehsa
ati7,atı7
mced,mçəd
le-s,lə-s
e-so,ə-sö
-sok,-sök
2.26,2.26
Darq,Darq
rqom,rqom
qomi,qomı
omij,omıj
mijs,mıjs
ijsk,ıjsk
jski,jski
salk,salk
Boro,Boro
orod,orod
ryev,ryev
5.22,5.22
ta-q,ta-q
le-3,lə-3
hopr,höpr
oprm,öprm
prme,prmə
2-13,2-13
7-10,7-10
bulm,bulm
lmul,lmül
BMP-,BMP-
MP-l,MP-l
Xebr,Xəbr
brer,brər
MNT-,MNT-
NT-n,NT-n
utev,ütəv
Secm,Seçm
YQYK,YQYK
QYK-,QYK-
YK-d,YK-d
Harr,Harr
-191,-191
1912,1912
912-,912-
mmaf,mmaf
mafo,mafo
terg,tərg
ysus,ysus
tiga,tığa
Tirn,Tırn
irno,ırno
rnov,rnov
Trap,Trap
apez,apez
ezit,ezit
zits,zits
xsat,xşat
poll,poll
ame',amə'
rros,rros
2aya,2aya
YDM-,YDM-
SPA-,ŞPA-
neal,nəal
9:40,9:40
Azov,Azov
ovss,övsş
vsse,vsşə
Nimf,Nimf
mfay,mfay
apay,apay
siom,siom
fusa,fusa
duxo,duxo
xovk,xovk
vkad,vkad
Berb,Bərb
Fiqa,Fiqa
Qlin,Qlin
nkan,nkan
onid,onid
Ludm,Lüdm
udmi,udmi
dmil,dmil
Spir,Spir
rido,rido
Floq,Floq
oqai,oqai
qait,qait
22.3,22.3
tihb,tihb
ihbl,ihbl
hbla,hbla
bbun,bbun
yvas,yvas
Kumu,Kumu
Aqab,Aqab
Tary,Tary
ryel,ryel
qelp,qəlp
iybi,iybi
ybil,ybil
iayy,iayy
sufe,süfə
msef,mşəf
cist,cist
ncab,ncab
as-m,aş-m
yker,yker
2:53,2:53
idve,idve
Teri,Təri
-pas,-pas
30.7,30.7
uqag,uqağ
qaga,qağa
bMay,bMay
udak,udak
N-di,N-di
bogd,boğd
Zodd,Zodd
hism,hism
Sahy,Şahy
ahyu,ahyu
hyus,hyus
Muqi,Muqi
uqim,uqim
qims,qıms
hmer,hmər
s-du,s-du
ilun,ilun
AzEd,AzEd
zEdu,zEdu
EduN,EduN
duNe,duNe
uNet,uNet
Edum,Edum
rov-,rov-
ov-F,ov-F
v-Fe,v-Fə
afam,afam
Icsi,İçsi
Jali,Jali
ianv,ianv
Bagh,Bagh
erkz,ərkz
rkze,rkzə
kzez,kzəz
zezi,zəzi
Lola,Lola
ova-,ova-
va-T,va-T
a-Ti,a-Ti
-Til,-Til
netn,netn
etnc,ətnc
tnce,tncə
ai-k,ai-k
aetx,aətx
Xofn,Xofn
ofni,ofni
selu,selü
elul,əlül
lloz,lloz
lozu,lozu
aliu,aliu
lium,lium
spar,spar
sapo,sapo
ghte,ghte
htec,htəç
83.1,83.1
50-7,50-7
urev,urəv
10:5,10:5
0:53,0:53
kikb,kikb
oksc,oksç
kscu,ksçu
scum,sçum
10:2,10:2
0:22,0:22
0:02,0:02
09:2,09:2
9:27,9:27
nteh,ntəh
ehas,əhas
Mirm,Mirm
Agao,Ağao
gaog,ğaoğ
14:4,14:4
4:45,4:45
-mul,-mül
cep-,çəp-
ep-c,əp-ç
p-ce,p-çə
-cep,-çəp
zuse,züsə
80.5,80.5
80-9,80-9
-90-,-90-
erip,erip
ripe,ripe
ipet,ipet
veha,vəha
Kaga,Kağa
ri-l,ri-l
-leq,-leq
Peja,Peja
ejaq,ejaq
jaqo,jaqo
90-a,90-a
xiar,xıar
iart,ıart
ribd,ribd
208.,208.
08.6,08.6
aira,aira
n-im,n-im
Frim,Frim
imec,iməc
22:5,22:5
upel,upel
oril,oril
IRAN,İRAN
RAND,RAND
NDAN,NDAN
CANA,CANA
QARS,QARŞ
ARSI,ARŞI
ITTI,İTTİ
TTIH,TTİH
TIHA,TİHA
IHAM,İHAM
HAML,HAML
MLAR,MLAR
b-la,b-la
NETT,NETT
ETTY,ETTY
lulz,lulz
vado,vado
Mirc,Mirc
rcav,rcav
tbun,tbün
hecc,həcc
ccer,ccər
an-n,an-n
-nig,-nig
Smeg,Smeg
Piag,Piag
iagg,iagg
aggi,aggi
ggio,ggio
Duca,Duca
Rome,Rome
omeo,omeo
rgio,rgio
Gabb,Gabb
ump-,ump-
Kush,Kush
ushn,ushn
shne,shne
hner,hner
ner-,ner-
neok,neok
eokl,eokl
ombo,ombo
mbos,mboş
uk-t,ük-t
ktez,ktez
deod,deod
08.5,08.5
vitr,vitr
Hess,Həss
Gulg,Gülg
lgez,lgəz
gezl,gəzl
9800,9800
1841,1841
841-,841-
Naka,Naka
1922,1922
922-,922-
ksil,ksil
2398,2398
nica,nica
qret,qret
77.2,77.2
rt-d,rt-d
deir,dəir
qa-g,qa-g
a-gu,a-gü
se-l,sə-l
gozo,gözo
ozox,özox
zoxs,zoxş
Tast,Taşt
va-B,va-B
a-Ba,a-Ba
si-B,si-B
si-A,si-A
i-Ag,ı-Ağ
-Agd,-Ağd
dam-,dam-
am-S,am-Ş
m-Su,m-Şu
am-X,am-X
-Xoc,-Xoc
19:3,19:3
9:31,9:31
Army,Army
cesn,çeşn
Dosl,Döşl
Solf,Solf
olfe,olfe
lfec,lfec
feci,fəçi
BMA-,BMA-
MA-n,MA-n
b-st,b-st
oooo,oooo
ooxx,ooxx
oxxx,oxxx
azok,azök
zoka,zöka
tokr,tokr
Xidi,Xıdı
0.16,0.16
Elen,Elen
Aymo,Aymo
yi-s,yi-s
mamv,mamv
amve,amve
mver,mver
Terx,Tərx
Bazi,Bazi
luni,luni
Qeer,Qəər
eenl,əənl
nlee,nləə
Kufr,Küfr
Quld,Quld
IMCn,IMCn
MCni,MCni
Cnin,Cnin
mecu,məcu
Heyy,Həyy
yetq,yətq
tqiz,tqız
su-q,su-q
u-qr,u-qr
-qru,-qru
qrun,qrun
Tixo,Tixo
ixom,ixom
xomi,xomi
09-1,09-1
asba,aşba
sbak,şbak
arih,arih
Kuru,Kuru
1914,1914
914-,914-
insd,insd
nsde,nsdə
Dibi,Dibi
b-qi,b-qı
Esme,Eşmə
ionQ,ionQ
-sac,-saç
eyr-,eyr-
yr-h,yr-h
r-ho,r-hö
RIZ-,RİZ-
IZ-l,İZ-l
drod,drod
ov-M,ov-M
v-Mi,v-Mi
ucav,ücav
cavi,cavi
kerr,kərr
01-v,01-v
1-ve,1-ve
2-do,2-dö
03-m,03-m
3-mu,3-mü
-mud,-müd
04-z,04-z
4-ze,4-zə
rerc,rərç
05-q,05-q
5-qa,5-qa
ncib,ncıb
vhes,vhəs
Bana,Bana
abii,abıı
iini,ıını
450.,450.
01-p,01-p
1-po,1-po
2-po,2-po
1-me,1-mə
2-me,2-mə
bumd,bumd
ttis,ttiş
Piav,Piav
iave,iave
Madz,Madz
adzo,adzo
dzon,dzon
zoni,zoni
43.8,43.8
eusu,euşu
vraq,vraq
kem-,kəm-
em-m,əm-m
m-mo,m-mö
-moh,-möh
50.4,50.4
Omon,Omon
rktd,rktd
yurt,yürt
ruka,ruka
124-,124-
rodo,rodo
odot,odot
Klav,Klav
Ksen,Ksen
enof,enof
nofo,nofo
krui,krui
ruiz,ruiz
mozu,mözu
1640,1640
640-,640-
40-1,40-1
Yael,Yael
Nene,Nənə
Tapm,Tapm
skuz,şküz
izqe,izqə
zqel,zqəl
et-X,et-X
t-Xo,t-Xo
-Xor,-Xor
Atro,Atro
ot-A,ot-A
t-Ad,t-Ad
-Add,-Add
Tagl,Tağl
PRON,PRON
RONE,RONE
ONET,ONET
spec,spec
pect,pect
Urar,Urar
IX-V,IX-V
X-VI,X-VI
Cavc,Çavç
avca,avça
vcav,vçav
vadz,vadz
9680,9680
4379,4379
3793,3793
AUTG,AUTG
UTGT,UTGT
xamd,xamd
ltud,ltud
TK-y,TK-y
ettr,ettr
ttre,ttre
ys-F,ys-F
s-Fo,s-Fo
-Fon,-Fon
Fon-,Fon-
on-V,on-V
n-Ve,n-Ve
-Vey,-Vey
ysen,ysen
senq,sənq
nqaf,nqaf
qafa,qafa
8:38,8:38
ndsp,ndşp
dspi,dşpi
Leun,Ləün
Leri,Leri
2-15,2-15
Yosa,Yosa
08.7,08.7
119-,119-
Dezg,Dəzg
diou,diou
ioun,ioun
icee,icəə
cees,cəəs
flee,fləə
qosk,qösk
evru,əvrü
egri,egri
-bug,-büg
bugr,bügr
ugri,ügri
uvad,uvad
uvay,uvay
duri,duri
Asli,Asli
gect,geçt
ge-r,gə-r
-rek,-rek
Aciy,Acıy
isty,isty
et-d,ət-d
t-do,t-dö
olie,olie
liet,liet
ietn,iətn
de'v,də'v
e've,ə'və
'vet,'vət
duye,düyə
RIYA,RİYA
IYAD,İYAD
MEDI,MEDİ
DIA-,DİA-
IA-y,İA-y
GTM-,GTM-
TM-n,TM-n
onia,onia
niar,nıar
1728,1728
728-,728-
Qama,Qama
ankf,ankf
nkfu,nkfu
kfur,kfur
furt,furt
ehes,əhəs
usaf,üsaf
Qodu,Qodu
duno,duno
Kong,Kong
Cece,Çeçe
rdyo,rdyo
dyol,dyol
Mahr,Mahr
Rzal,Rzal
yrop,yrop
u-ya,u-ya
xerb,xərb
xarb,xarb
rbul,rbul
rdu-,rdu-
du-9,du-9
u-95,u-95
rray,rray
Qoga,Qoğa
orcy,orcy
rcya,rcya
1070,1070
rtot,rtot
tote,tote
llaj,llaj
135.,135.
35.1,35.1
dir2,dır2
ir22,ır22
ttiq,ttiq
Frak,Frak
rals,rals
IIN-,İİN-
IN-n,İN-n
RN-n,RN-n
Null,Null
pilk,pilk
6:10,6:10
Yugr,Yügr
ugre,ügrə
grek,grək
tavs,tavş
Yuqo,Yuqo
uqos,uqos
qosl,qosl
31.4,31.4
nfet,nfet
piro,piro
iroj,iroj
rojn,rojn
ojna,ojna
jnal,jnal
3202,3202
Afor,Afor
buil,buil
uilk,uilk
Sund,Sund
Krua,Krua
li-c,li-c
i-ca,i-ca
Matc,Matç
1232,1232
232-,232-
Yuzm,Yüzm
Nevu,Nevu
evuz,evuz
ucah,ücah
abdo,abdo
61.3,61.3
xahd,xahd
Dife,Dife
Muxb,Müxb
Capd,Çapd
rxai,rxai
xaik,xaik
Erva,Erva
iqiz,iqız
DUZB,DÜZB
UZBU,ÜZBU
ZBUC,ZBUC
BUCA,BUCA
UCAQ,UCAQ
CAQL,CAQL
PROY,PROY
ROYE,ROYE
OYEK,OYEK
KSIY,KSİY
IYAL,İYAL
YALA,YALA
mikl,mikl
raho,raho
ahog,ahoğ
hogl,hoğl
adaj,adaj
daji,daji
ajio,ajio
E-be,E-bə
DV-D,DV-D
V-DH,V-DH
rouz,rouz
ouze,ouze
pop-,pop-
p-up,p-up
Akca,Akça
Sadl,Şadl
Mifo,Mifo
Arts,Arts
rtsa,rtsa
tsax,tsax
AMAO,AMAO
dota,dota
Kraf,Kraf
Hali,Halı
gcan,ğçan
basg,başg
asgi,aşgi
sgic,şgic
a-a-,a-a-
-a-a,-a-a
Beyk,Beyk
eyks,eyks
ykst,ykst
9202,9202
ki-B,kı-B
-Bat,-Bat
QeZA,QƏZA
eZAS,ƏZAS
ZASI,ZASI
Suvu,Şüvü
Roge,Roge
ogel,ogel
l-ax,l-ax
apav,apav
pava,pava
5940,5940
lcaq,lçaq
qdab,qdab
Buzl,Buzl
zlaq,zlaq
yesm,yəşm
Pris,Pris
Nefc,Nefç
Kojo,Kojo
ojor,ojor
kojo,kojo
jori,jori
Perg,Perg
Pisi,Pişi
m-mu,m-mü
1539,1539
539-,539-
Enen,Enən
Zeyd,Zeyd
eydm,eydm
ydma,ydma
Cuza,Cüza
cisk,çisk
ermb,ermb
inic,inic
yags,yağs
agsi,ağsı
gsin,ğsın
Mcte,Mcte
ctei,ctei
teig,teig
eigu,eigu
gue-,gue-
ue-n,ue-n
Mace,Macə
Gezm,Gəzm
detc,dətc
suno,suno
xtlu,xtlu
tlux,tlux
csal,çsal
Dail,Dail
aily,aily
Ufuq,Üfüq
IHIF,İHİF
eo-e,eo-ə
o-el,o-el
Nurt,Nürt
urti,ürti
kdax,kdax
0.05,0.05
ximu,ximu
Laho,Laho
ahor,ahor
Nabr,Nabr
crae,crae
170-,170-
ulke,ülkə
lcom,lçom
rezc,rəzç
ayeg,ayəg
yego,yəgö
Qina,Qına
Paln,Paln
lnal,lnal
NTER,NTER
TERN,TERN
ERNE,ERNE
RNET,RNET
ovol,ovol
volt,volt
oltl,oltl
ltlu,ltlu
vat-,vat-
-saa,-saa
reki,rəki
Viet,Viet
Athe,Athe
rosc,rosc
oscl,oscl
scle,scle
lero,lero
180m,180m
80ml,80ml
rozu,rozu
Doxs,Doxs
WI-F,Wİ-F
I-FI,İ-Fİ
Hiri,Hırı
Zelm,Zəlm
lmix,lmix
obur,öbür
burg,burğ
yite,yitə
gozi,gözi
Jaim,Jaim
Such,Such
uchl,uchl
chli,chli
hlic,hlıc
Walt,Walt
stow,stow
tow-,tow-
ow-u,ow-u
w-un,w-un
Juds,Juds
udso,udso
dson,dson
Coxi,Çoxi
oxis,oxis
Agar,Ağar
areh,arəh
kose,köşə
Hezz,Həzz
ezzz,əzzz
zzzz,zzzz
Tukl,Tükl
RIXM,RİXM
Curr,Curr
Opin,Opin
ergy,ergy
Clin,Clin
muno,muno
unol,unol
mudb,mudb
udbe,udbə
idzm,idzm
sal-,sal-
l-is,l-is
hech,hech
31.2,31.2
DASL,DAŞL
SLAS,ŞLAŞ
LASD,LAŞD
ASDI,AŞDI
DIRM,DİRM
IRMA,IRMA
RMAY,RMAY
MAYA,MAYA
Zilo,Zilo
lerb,lərb
Sisl,Şişl
Etfa,Etfa
tfal,tfal
yndi,yndi
Puer,Puer
uert,uert
rto-,rto-
to-R,to-R
o-Ri,o-Ri
-Rik,-Rik
Riko,Riko
ikod,ikod
koda,koda
11-1,11-1
1-14,1-14
Dobr,Dobr
Qurn,Qurn
rnic,rnic
nics,nics
icsa,icsa
Soto,Şoto
toka,toka
Klou,Klou
rqdu,rqdu
Clas,Clas
ssic,ssic
Silv,Silv
3089,3089
ialq,ialq
2345,2345
3456,3456
Ucmi,Üçmı
cmix,çmıx
ov-a,ov-a
Odun,Odun
toxt,toxt
oxta,oxta
50.3,50.3
Vehy,Vəhy
hyin,hyin
Yakhs,Yaхş
Gerg,Gərg
rd-i,rd-ı
d-id,d-id
34.4,34.4
riq1,rıq1
iq11,ıq11
flid,flid
enla,ənla
Heyf,Heyf
lnaz,lnaz
ustq,üstq
stqu,stqu
tqur,tqur
teky,təky
ekye,əkyə
kyel,kyəl
frad,frad
msay,msay
sokm,sökm
59.5,59.5
kcus,kçüs
969',969’
69'd,69’d
9'da,9’da
AdAg,AdAg
dAge,dAge
amia,amia
mias,mias
Your,Your
34.6,34.6
hnem,hnəm
mbit,mbit
MS-B,MS-B
35-I,35-I
5-IV,5-IV
Il-i,İl-i
l-il,l-il
ogly,ogly
glya,glya
Isem,Işem
Yall,Yall
ytag,ytağ
rezd,rezd
lviy,lviy
dalt,dalt
me-l,mə-l
e-lu,ə-lu
-lum,-lum
za-m,za-m
a-ma,a-ma
-man,-man
